SizeOfDocument,BodyNumChars,BodyNumWords,BodyNumUniqueWords,BodyRichness,BodyNumFunctionWords,BodyVerifyYourAccountPhrase,SubjectNumChars,SubjectNumWords,SubjectRichness
757.0,596.0,125.0,51.0,0.20973154362416108,35.0,0.0,17.0,4.0,0.23529411764705882
1224.0,952.0,210.0,55.0,0.22058823529411764,77.0,0.0,35.0,5.0,0.14285714285714285
842.0,657.0,140.0,57.0,0.213089802130898,61.0,0.0,19.0,3.0,0.15789473684210525
881.0,698.0,123.0,67.0,0.17621776504297995,33.0,0.0,28.0,4.0,0.14285714285714285
925.0,734.0,157.0,40.0,0.21389645776566757,66.0,0.0,19.0,2.0,0.10526315789473684
776.0,607.0,108.0,47.0,0.17792421746293247,55.0,0.0,40.0,7.0,0.175
744.0,582.0,117.0,39.0,0.20103092783505155,41.0,0.0,31.0,7.0,0.22580645161290322
1099.0,862.0,186.0,50.0,0.21577726218097448,74.0,0.0,25.0,4.0,0.16
699.0,527.0,107.0,51.0,0.2030360531309298,49.0,0.0,18.0,4.0,0.2222222222222222
663.0,521.0,101.0,46.0,0.19385796545105566,42.0,0.0,32.0,5.0,0.15625
755.0,566.0,109.0,55.0,0.19257950530035337,50.0,0.0,38.0,6.0,0.15789473684210525
534.0,413.0,86.0,37.0,0.20823244552058112,35.0,0.0,22.0,5.0,0.22727272727272727
842.0,670.0,133.0,47.0,0.19850746268656716,59.0,0.0,20.0,3.0,0.15
972.0,784.0,160.0,46.0,0.20408163265306123,72.0,0.0,13.0,2.0,0.15384615384615385
1108.0,848.0,175.0,56.0,0.20636792452830188,78.0,0.0,38.0,6.0,0.15789473684210525
385.0,247.0,53.0,38.0,0.2145748987854251,26.0,0.0,64.0,12.0,0.1875
730.0,550.0,112.0,53.0,0.20363636363636364,32.0,0.0,26.0,3.0,0.11538461538461539
738.0,574.0,119.0,49.0,0.2073170731707317,53.0,0.0,18.0,3.0,0.16666666666666666
992.0,751.0,173.0,61.0,0.2303595206391478,63.0,0.0,31.0,6.0,0.1935483870967742
865.0,654.0,142.0,55.0,0.21712538226299694,65.0,0.0,37.0,8.0,0.21621621621621623
571.0,444.0,91.0,43.0,0.20495495495495494,41.0,0.0,17.0,3.0,0.17647058823529413
347.0,247.0,53.0,32.0,0.2145748987854251,30.0,0.0,37.0,7.0,0.1891891891891892
1020.0,806.0,169.0,41.0,0.20967741935483872,71.0,0.0,21.0,3.0,0.14285714285714285
741.0,578.0,128.0,49.0,0.22145328719723184,47.0,0.0,18.0,6.0,0.3333333333333333
698.0,525.0,112.0,52.0,0.21333333333333335,37.0,0.0,24.0,6.0,0.25
751.0,585.0,111.0,64.0,0.18974358974358974,48.0,0.0,35.0,5.0,0.14285714285714285
704.0,535.0,111.0,51.0,0.20747663551401868,40.0,0.0,35.0,7.0,0.2
1151.0,917.0,187.0,40.0,0.2039258451472192,75.0,0.0,29.0,3.0,0.10344827586206896
759.0,597.0,115.0,43.0,0.19262981574539365,49.0,0.0,35.0,4.0,0.11428571428571428
1246.0,950.0,202.0,51.0,0.21263157894736842,86.0,0.0,58.0,9.0,0.15517241379310345
729.0,567.0,114.0,49.0,0.20105820105820105,40.0,0.0,22.0,4.0,0.18181818181818182
1133.0,881.0,171.0,47.0,0.19409761634506242,72.0,0.0,47.0,8.0,0.1702127659574468
751.0,558.0,120.0,51.0,0.21505376344086022,51.0,0.0,37.0,8.0,0.21621621621621623
763.0,586.0,109.0,54.0,0.18600682593856654,52.0,0.0,34.0,6.0,0.17647058823529413
772.0,610.0,120.0,42.0,0.19672131147540983,45.0,0.0,25.0,5.0,0.2
1159.0,891.0,191.0,57.0,0.2143658810325477,83.0,0.0,48.0,7.0,0.14583333333333334
703.0,508.0,97.0,63.0,0.19094488188976377,34.0,0.0,65.0,10.0,0.15384615384615385
759.0,576.0,117.0,37.0,0.203125,39.0,0.0,38.0,9.0,0.23684210526315788
571.0,442.0,91.0,44.0,0.20588235294117646,39.0,0.0,17.0,3.0,0.17647058823529413
843.0,654.0,128.0,56.0,0.19571865443425077,48.0,0.0,28.0,5.0,0.17857142857142858
525.0,415.0,77.0,39.0,0.1855421686746988,37.0,0.0,20.0,3.0,0.15
879.0,657.0,140.0,58.0,0.213089802130898,65.0,0.0,49.0,9.0,0.1836734693877551
724.0,577.0,107.0,51.0,0.1854419410745234,43.0,0.0,16.0,2.0,0.125
766.0,600.0,114.0,42.0,0.19,65.0,0.0,35.0,5.0,0.14285714285714285
808.0,616.0,116.0,47.0,0.18831168831168832,49.0,0.0,56.0,9.0,0.16071428571428573
718.0,586.0,91.0,52.0,0.1552901023890785,30.0,0.0,31.0,4.0,0.12903225806451613
756.0,583.0,122.0,54.0,0.20926243567753003,47.0,0.0,26.0,5.0,0.19230769230769232
749.0,607.0,112.0,38.0,0.18451400329489293,42.0,0.0,18.0,4.0,0.2222222222222222
1071.0,868.0,157.0,55.0,0.18087557603686635,58.0,0.0,31.0,4.0,0.12903225806451613
759.0,599.0,113.0,38.0,0.18864774624373956,48.0,0.0,34.0,8.0,0.23529411764705882
786.0,626.0,118.0,42.0,0.18849840255591055,67.0,0.0,28.0,4.0,0.14285714285714285
766.0,600.0,114.0,42.0,0.19,65.0,0.0,35.0,5.0,0.14285714285714285
781.0,607.0,115.0,49.0,0.18945634266886327,43.0,0.0,27.0,4.0,0.14814814814814814
721.0,583.0,90.0,51.0,0.15437392795883362,31.0,0.0,35.0,6.0,0.17142857142857143
853.0,636.0,123.0,54.0,0.19339622641509435,47.0,0.0,64.0,16.0,0.25
748.0,596.0,116.0,39.0,0.19463087248322147,46.0,0.0,21.0,3.0,0.14285714285714285
758.0,593.0,119.0,41.0,0.20067453625632378,63.0,0.0,27.0,5.0,0.18518518518518517
1114.0,881.0,179.0,41.0,0.20317820658342792,74.0,0.0,34.0,8.0,0.23529411764705882
739.0,553.0,115.0,63.0,0.20795660036166366,43.0,0.0,29.0,4.0,0.13793103448275862
725.0,550.0,112.0,55.0,0.20363636363636364,27.0,0.0,36.0,6.0,0.16666666666666666
1099.0,877.0,177.0,45.0,0.20182440136830102,74.0,0.0,22.0,3.0,0.13636363636363635
1125.0,892.0,186.0,43.0,0.2085201793721973,73.0,0.0,25.0,5.0,0.2
876.0,697.0,143.0,40.0,0.20516499282639886,64.0,0.0,20.0,3.0,0.15
717.0,577.0,107.0,51.0,0.1854419410745234,43.0,0.0,16.0,2.0,0.125
1095.0,880.0,176.0,45.0,0.2,74.0,0.0,22.0,3.0,0.13636363636363635
715.0,577.0,107.0,51.0,0.1854419410745234,43.0,0.0,16.0,2.0,0.125
752.0,605.0,118.0,56.0,0.19504132231404958,39.0,0.0,12.0,3.0,0.25
740.0,567.0,115.0,56.0,0.20282186948853614,43.0,0.0,16.0,2.0,0.125
1111.0,875.0,185.0,44.0,0.21142857142857144,91.0,0.0,27.0,5.0,0.18518518518518517
1070.0,843.0,179.0,57.0,0.21233689205219455,52.0,0.0,22.0,4.0,0.18181818181818182
604.0,444.0,91.0,44.0,0.20495495495495494,44.0,0.0,45.0,9.0,0.2
766.0,581.0,118.0,47.0,0.20309810671256454,58.0,0.0,44.0,10.0,0.22727272727272727
1071.0,849.0,185.0,55.0,0.21790341578327443,84.0,0.0,16.0,3.0,0.1875
543.0,422.0,88.0,42.0,0.20853080568720378,37.0,0.0,19.0,4.0,0.21052631578947367
570.0,442.0,93.0,44.0,0.21040723981900453,39.0,0.0,17.0,3.0,0.17647058823529413
731.0,585.0,110.0,55.0,0.18803418803418803,37.0,0.0,22.0,4.0,0.18181818181818182
765.0,584.0,111.0,49.0,0.19006849315068494,41.0,0.0,44.0,8.0,0.18181818181818182
788.0,610.0,104.0,42.0,0.17049180327868851,48.0,0.0,59.0,8.0,0.13559322033898305
790.0,621.0,117.0,57.0,0.18840579710144928,38.0,0.0,30.0,4.0,0.13333333333333333
1143.0,903.0,183.0,61.0,0.2026578073089701,66.0,0.0,30.0,4.0,0.13333333333333333
1119.0,883.0,174.0,47.0,0.1970554926387316,86.0,0.0,38.0,6.0,0.15789473684210525
777.0,569.0,124.0,57.0,0.2179261862917399,50.0,0.0,46.0,7.0,0.15217391304347827
1110.0,853.0,184.0,67.0,0.21570926143024619,66.0,0.0,33.0,5.0,0.15151515151515152
771.0,595.0,119.0,57.0,0.2,46.0,0.0,38.0,5.0,0.13157894736842105
843.0,654.0,128.0,56.0,0.19571865443425077,48.0,0.0,28.0,5.0,0.17857142857142858
835.0,644.0,143.0,43.0,0.2220496894409938,65.0,0.0,19.0,3.0,0.15789473684210525
762.0,602.0,112.0,35.0,0.18604651162790697,58.0,0.0,36.0,5.0,0.1388888888888889
571.0,444.0,91.0,43.0,0.20495495495495494,43.0,0.0,17.0,3.0,0.17647058823529413
671.0,538.0,107.0,42.0,0.19888475836431227,48.0,0.0,10.0,2.0,0.2
748.0,597.0,115.0,39.0,0.19262981574539365,46.0,0.0,21.0,3.0,0.14285714285714285
780.0,614.0,106.0,37.0,0.17263843648208468,61.0,0.0,42.0,8.0,0.19047619047619047
792.0,611.0,111.0,40.0,0.18166939443535188,52.0,0.0,44.0,8.0,0.18181818181818182
1180.0,936.0,192.0,56.0,0.20512820512820512,76.0,0.0,28.0,5.0,0.17857142857142858
750.0,577.0,117.0,52.0,0.2027729636048527,52.0,0.0,27.0,5.0,0.18518518518518517
759.0,573.0,131.0,57.0,0.2286212914485166,49.0,0.0,34.0,7.0,0.20588235294117646
605.0,469.0,96.0,54.0,0.2046908315565032,42.0,0.0,15.0,2.0,0.13333333333333333
778.0,569.0,124.0,57.0,0.2179261862917399,52.0,0.0,44.0,8.0,0.18181818181818182
1114.0,881.0,179.0,39.0,0.20317820658342792,85.0,0.0,36.0,5.0,0.1388888888888889
679.0,519.0,102.0,37.0,0.19653179190751446,43.0,0.0,38.0,6.0,0.15789473684210525
879.0,696.0,132.0,47.0,0.1896551724137931,49.0,0.0,33.0,5.0,0.15151515151515152
857.0,678.0,140.0,49.0,0.20648967551622419,45.0,0.0,16.0,2.0,0.125
365.0,247.0,55.0,34.0,0.22267206477732793,27.0,0.0,47.0,9.0,0.19148936170212766
855.0,678.0,140.0,49.0,0.20648967551622419,45.0,0.0,16.0,2.0,0.125
742.0,541.0,120.0,55.0,0.22181146025878004,49.0,0.0,46.0,7.0,0.15217391304347827
436.0,344.0,67.0,39.0,0.19476744186046513,34.0,0.0,15.0,2.0,0.13333333333333333
746.0,585.0,118.0,43.0,0.20170940170940171,44.0,0.0,24.0,4.0,0.16666666666666666
806.0,628.0,137.0,51.0,0.21815286624203822,54.0,0.0,22.0,3.0,0.13636363636363635
771.0,612.0,120.0,40.0,0.19607843137254902,46.0,0.0,23.0,4.0,0.17391304347826086
1046.0,802.0,180.0,59.0,0.22443890274314215,65.0,0.0,20.0,3.0,0.15
802.0,601.0,124.0,59.0,0.20632279534109818,37.0,0.0,17.0,4.0,0.23529411764705882
888.0,697.0,139.0,54.0,0.1994261119081779,58.0,0.0,31.0,4.0,0.12903225806451613
839.0,654.0,127.0,56.0,0.19418960244648317,47.0,0.0,28.0,5.0,0.17857142857142858
823.0,631.0,111.0,60.0,0.17591125198098256,33.0,0.0,35.0,7.0,0.2
794.0,572.0,131.0,58.0,0.229020979020979,46.0,0.0,55.0,8.0,0.14545454545454545
730.0,539.0,120.0,49.0,0.22263450834879406,43.0,0.0,38.0,12.0,0.3157894736842105
778.0,609.0,123.0,53.0,0.2019704433497537,42.0,0.0,27.0,6.0,0.2222222222222222
764.0,598.0,109.0,43.0,0.18227424749163879,60.0,0.0,35.0,6.0,0.17142857142857143
772.0,603.0,108.0,45.0,0.1791044776119403,55.0,0.0,41.0,6.0,0.14634146341463414
678.0,536.0,105.0,42.0,0.1958955223880597,45.0,0.0,23.0,3.0,0.13043478260869565
1050.0,831.0,173.0,45.0,0.20818291215403129,73.0,0.0,14.0,2.0,0.14285714285714285
1141.0,899.0,176.0,47.0,0.19577308120133483,83.0,0.0,41.0,6.0,0.14634146341463414
804.0,589.0,120.0,52.0,0.2037351443123939,43.0,0.0,65.0,13.0,0.2
892.0,673.0,149.0,42.0,0.2213967310549777,65.0,0.0,46.0,7.0,0.15217391304347827
1260.0,959.0,209.0,60.0,0.21793534932221065,85.0,0.0,48.0,8.0,0.16666666666666666
896.0,692.0,132.0,45.0,0.1907514450867052,60.0,0.0,54.0,8.0,0.14814814814814814
567.0,446.0,91.0,53.0,0.2040358744394619,40.0,0.0,18.0,2.0,0.1111111111111111
376.0,249.0,57.0,31.0,0.2289156626506024,27.0,0.0,55.0,8.0,0.14545454545454545
735.0,568.0,117.0,39.0,0.20598591549295775,47.0,0.0,33.0,6.0,0.18181818181818182
702.0,562.0,105.0,47.0,0.18683274021352314,45.0,0.0,22.0,3.0,0.13636363636363635
756.0,605.0,117.0,39.0,0.1933884297520661,46.0,0.0,21.0,3.0,0.14285714285714285
1210.0,953.0,203.0,55.0,0.2130115424973767,82.0,0.0,23.0,5.0,0.21739130434782608
1123.0,845.0,192.0,56.0,0.2272189349112426,74.0,0.0,46.0,7.0,0.15217391304347827
866.0,677.0,133.0,60.0,0.1964549483013294,59.0,0.0,28.0,3.0,0.10714285714285714
678.0,544.0,104.0,47.0,0.19117647058823528,42.0,0.0,16.0,2.0,0.125
1123.0,893.0,185.0,43.0,0.20716685330347145,73.0,0.0,25.0,5.0,0.2
1198.0,936.0,210.0,47.0,0.22435897435897437,78.0,0.0,21.0,4.0,0.19047619047619047
766.0,600.0,112.0,54.0,0.18666666666666668,46.0,0.0,27.0,4.0,0.14814814814814814
870.0,681.0,138.0,54.0,0.2026431718061674,55.0,0.0,31.0,4.0,0.12903225806451613
1110.0,882.0,178.0,57.0,0.2018140589569161,74.0,0.0,27.0,4.0,0.14814814814814814
757.0,612.0,119.0,61.0,0.19444444444444445,69.0,0.0,14.0,3.0,0.21428571428571427
814.0,570.0,103.0,54.0,0.18070175438596492,31.0,0.0,94.0,13.0,0.13829787234042554
1136.0,893.0,173.0,45.0,0.1937290033594625,76.0,0.0,47.0,8.0,0.1702127659574468
1125.0,885.0,174.0,47.0,0.19661016949152543,83.0,0.0,41.0,6.0,0.14634146341463414
907.0,677.0,143.0,59.0,0.21122599704579026,57.0,0.0,48.0,8.0,0.16666666666666666
1092.0,861.0,185.0,51.0,0.2148664343786295,80.0,0.0,21.0,3.0,0.14285714285714285
804.0,632.0,123.0,40.0,0.19462025316455697,44.0,0.0,35.0,5.0,0.14285714285714285
608.0,456.0,94.0,47.0,0.20614035087719298,40.0,0.0,44.0,8.0,0.18181818181818182
865.0,677.0,137.0,48.0,0.20236336779911374,50.0,0.0,35.0,6.0,0.17142857142857143
753.0,591.0,113.0,43.0,0.19120135363790186,53.0,0.0,28.0,4.0,0.14285714285714285
588.0,444.0,90.0,46.0,0.20270270270270271,40.0,0.0,41.0,7.0,0.17073170731707318
845.0,654.0,128.0,56.0,0.19571865443425077,48.0,0.0,28.0,5.0,0.17857142857142858
779.0,610.0,105.0,42.0,0.1721311475409836,46.0,0.0,47.0,8.0,0.1702127659574468
818.0,609.0,121.0,55.0,0.1986863711001642,34.0,0.0,50.0,7.0,0.14
730.0,568.0,110.0,47.0,0.1936619718309859,47.0,0.0,39.0,5.0,0.1282051282051282
1107.0,866.0,181.0,49.0,0.2090069284064665,76.0,0.0,30.0,4.0,0.13333333333333333
740.0,599.0,116.0,38.0,0.19365609348914858,46.0,0.0,13.0,2.0,0.15384615384615385
686.0,543.0,106.0,53.0,0.19521178637200737,35.0,0.0,18.0,3.0,0.16666666666666666
768.0,607.0,118.0,38.0,0.19439868204283361,45.0,0.0,28.0,5.0,0.17857142857142858
843.0,654.0,128.0,56.0,0.19571865443425077,48.0,0.0,28.0,5.0,0.17857142857142858
1120.0,861.0,183.0,55.0,0.21254355400696864,66.0,0.0,45.0,8.0,0.17777777777777778
1225.0,958.0,204.0,47.0,0.21294363256784968,92.0,0.0,37.0,6.0,0.16216216216216217
745.0,611.0,110.0,56.0,0.18003273322422259,38.0,0.0,8.0,2.0,0.25
1137.0,882.0,179.0,47.0,0.20294784580498867,86.0,0.0,49.0,11.0,0.22448979591836735
775.0,585.0,123.0,46.0,0.21025641025641026,52.0,0.0,36.0,5.0,0.1388888888888889
747.0,591.0,126.0,49.0,0.2131979695431472,49.0,0.0,21.0,3.0,0.14285714285714285
764.0,599.0,116.0,41.0,0.19365609348914858,62.0,0.0,35.0,5.0,0.14285714285714285
1116.0,871.0,190.0,54.0,0.21814006888633755,71.0,0.0,31.0,3.0,0.0967741935483871
751.0,607.0,112.0,38.0,0.18451400329489293,42.0,0.0,18.0,4.0,0.2222222222222222
1124.0,893.0,185.0,43.0,0.20716685330347145,73.0,0.0,25.0,5.0,0.2
843.0,643.0,128.0,50.0,0.19906687402799378,50.0,0.0,18.0,5.0,0.2777777777777778
1135.0,861.0,172.0,51.0,0.1997677119628339,77.0,0.0,65.0,12.0,0.18461538461538463
867.0,675.0,134.0,53.0,0.1985185185185185,46.0,0.0,33.0,8.0,0.24242424242424243
1026.0,812.0,166.0,41.0,0.2044334975369458,73.0,0.0,27.0,4.0,0.14814814814814814
1087.0,831.0,182.0,53.0,0.2190132370637786,75.0,0.0,34.0,5.0,0.14705882352941177
825.0,632.0,141.0,48.0,0.2231012658227848,63.0,0.0,31.0,6.0,0.1935483870967742
1109.0,868.0,183.0,43.0,0.2108294930875576,77.0,0.0,38.0,7.0,0.18421052631578946
774.0,590.0,120.0,49.0,0.2033898305084746,43.0,0.0,43.0,6.0,0.13953488372093023
840.0,654.0,128.0,55.0,0.19571865443425077,47.0,0.0,28.0,5.0,0.17857142857142858
826.0,595.0,110.0,54.0,0.18487394957983194,46.0,0.0,75.0,14.0,0.18666666666666668
856.0,692.0,129.0,56.0,0.18641618497109827,54.0,0.0,17.0,2.0,0.11764705882352941
1131.0,852.0,189.0,57.0,0.22183098591549297,79.0,0.0,44.0,8.0,0.18181818181818182
458.0,351.0,73.0,51.0,0.20797720797720798,26.0,0.0,17.0,2.0,0.11764705882352941
614.0,483.0,95.0,37.0,0.19668737060041408,40.0,0.0,23.0,5.0,0.21739130434782608
663.0,525.0,98.0,45.0,0.18666666666666668,49.0,0.0,28.0,5.0,0.17857142857142858
859.0,669.0,140.0,48.0,0.20926756352765322,45.0,0.0,23.0,5.0,0.21739130434782608
661.0,521.0,97.0,47.0,0.18618042226487524,45.0,0.0,30.0,7.0,0.23333333333333334
642.0,498.0,104.0,49.0,0.20883534136546184,41.0,0.0,26.0,3.0,0.11538461538461539
778.0,569.0,124.0,57.0,0.2179261862917399,51.0,0.0,44.0,8.0,0.18181818181818182
687.0,529.0,106.0,48.0,0.2003780718336484,45.0,0.0,30.0,7.0,0.23333333333333334
662.0,495.0,105.0,54.0,0.21212121212121213,42.0,0.0,41.0,7.0,0.17073170731707318
797.0,608.0,118.0,52.0,0.19407894736842105,56.0,0.0,45.0,10.0,0.2222222222222222
903.0,715.0,136.0,52.0,0.1902097902097902,70.0,0.0,33.0,6.0,0.18181818181818182
723.0,555.0,118.0,51.0,0.2126126126126126,40.0,0.0,30.0,6.0,0.2
1084.0,859.0,182.0,39.0,0.21187427240977882,84.0,0.0,28.0,4.0,0.14285714285714285
964.0,743.0,165.0,54.0,0.22207267833109018,65.0,0.0,32.0,5.0,0.15625
691.0,551.0,106.0,45.0,0.19237749546279492,47.0,0.0,20.0,3.0,0.15
884.0,659.0,134.0,49.0,0.20333839150227617,55.0,0.0,44.0,5.0,0.11363636363636363
835.0,630.0,129.0,53.0,0.20476190476190476,48.0,0.0,31.0,7.0,0.22580645161290322
790.0,610.0,123.0,48.0,0.20163934426229507,58.0,0.0,36.0,7.0,0.19444444444444445
772.0,602.0,118.0,59.0,0.19601328903654486,50.0,0.0,31.0,6.0,0.1935483870967742
775.0,584.0,118.0,53.0,0.20205479452054795,38.0,0.0,45.0,8.0,0.17777777777777778
1231.0,945.0,196.0,50.0,0.2074074074074074,88.0,0.0,33.0,6.0,0.18181818181818182
857.0,681.0,141.0,45.0,0.20704845814977973,60.0,0.0,19.0,2.0,0.10526315789473684
777.0,569.0,111.0,42.0,0.19507908611599298,60.0,0.0,60.0,13.0,0.21666666666666667
977.0,757.0,166.0,54.0,0.2192866578599736,65.0,0.0,31.0,5.0,0.16129032258064516
965.0,743.0,165.0,54.0,0.22207267833109018,65.0,0.0,32.0,5.0,0.15625
790.0,606.0,140.0,39.0,0.23102310231023102,60.0,0.0,27.0,6.0,0.2222222222222222
791.0,595.0,131.0,63.0,0.22016806722689075,26.0,0.0,30.0,5.0,0.16666666666666666
1107.0,861.0,172.0,45.0,0.1997677119628339,77.0,0.0,42.0,6.0,0.14285714285714285
1068.0,849.0,173.0,44.0,0.2037691401648999,84.0,0.0,30.0,4.0,0.13333333333333333
879.0,668.0,128.0,49.0,0.19161676646706588,47.0,0.0,35.0,4.0,0.11428571428571428
660.0,540.0,97.0,43.0,0.17962962962962964,47.0,0.0,15.0,2.0,0.13333333333333333
808.0,625.0,122.0,44.0,0.1952,62.0,0.0,39.0,6.0,0.15384615384615385
807.0,625.0,122.0,44.0,0.1952,62.0,0.0,38.0,6.0,0.15789473684210525
761.0,598.0,114.0,47.0,0.19063545150501673,43.0,0.0,32.0,6.0,0.1875
753.0,570.0,115.0,60.0,0.20175438596491227,41.0,0.0,30.0,4.0,0.13333333333333333
1026.0,796.0,169.0,50.0,0.21231155778894473,75.0,0.0,29.0,4.0,0.13793103448275862
753.0,606.0,111.0,38.0,0.18316831683168316,43.0,0.0,21.0,3.0,0.14285714285714285
853.0,667.0,138.0,47.0,0.20689655172413793,65.0,0.0,25.0,5.0,0.2
764.0,575.0,117.0,52.0,0.20347826086956522,48.0,0.0,47.0,9.0,0.19148936170212766
884.0,685.0,136.0,56.0,0.19854014598540146,56.0,0.0,35.0,9.0,0.2571428571428571
724.0,544.0,116.0,57.0,0.21323529411764705,34.0,0.0,43.0,9.0,0.20930232558139536
1231.0,958.0,213.0,54.0,0.22233820459290188,81.0,0.0,32.0,6.0,0.1875
654.0,505.0,95.0,45.0,0.18811881188118812,46.0,0.0,40.0,5.0,0.125
1102.0,865.0,182.0,46.0,0.21040462427745665,74.0,0.0,28.0,4.0,0.14285714285714285
1107.0,854.0,184.0,57.0,0.2154566744730679,62.0,0.0,43.0,9.0,0.20930232558139536
752.0,538.0,117.0,47.0,0.2174721189591078,44.0,0.0,45.0,14.0,0.3111111111111111
874.0,680.0,138.0,51.0,0.20294117647058824,54.0,0.0,28.0,5.0,0.17857142857142858
859.0,678.0,140.0,49.0,0.20648967551622419,45.0,0.0,16.0,2.0,0.125
657.0,497.0,98.0,51.0,0.19718309859154928,38.0,0.0,34.0,5.0,0.14705882352941177
696.0,529.0,119.0,34.0,0.22495274102079396,55.0,0.0,34.0,6.0,0.17647058823529413
771.0,603.0,112.0,46.0,0.1857379767827529,53.0,0.0,33.0,6.0,0.18181818181818182
858.0,678.0,140.0,49.0,0.20648967551622419,45.0,0.0,16.0,2.0,0.125
794.0,613.0,123.0,49.0,0.200652528548124,45.0,0.0,39.0,7.0,0.1794871794871795
696.0,529.0,119.0,34.0,0.22495274102079396,55.0,0.0,34.0,6.0,0.17647058823529413
780.0,594.0,117.0,45.0,0.19696969696969696,49.0,0.0,44.0,9.0,0.20454545454545456
870.0,684.0,140.0,47.0,0.2046783625730994,55.0,0.0,30.0,5.0,0.16666666666666666
787.0,598.0,116.0,49.0,0.1939799331103679,47.0,0.0,45.0,8.0,0.17777777777777778
571.0,406.0,91.0,42.0,0.22413793103448276,38.0,0.0,29.0,5.0,0.1724137931034483
731.0,579.0,111.0,49.0,0.19170984455958548,48.0,0.0,30.0,4.0,0.13333333333333333
752.0,538.0,117.0,47.0,0.2174721189591078,44.0,0.0,45.0,14.0,0.3111111111111111
868.0,683.0,138.0,43.0,0.2020497803806735,58.0,0.0,30.0,3.0,0.1
665.0,503.0,100.0,44.0,0.1988071570576541,36.0,0.0,34.0,5.0,0.14705882352941177
433.0,327.0,73.0,48.0,0.22324159021406728,30.0,0.0,18.0,5.0,0.2777777777777778
779.0,604.0,124.0,49.0,0.2052980132450331,42.0,0.0,38.0,7.0,0.18421052631578946
420.0,308.0,64.0,38.0,0.2077922077922078,29.0,0.0,30.0,5.0,0.16666666666666666
723.0,532.0,115.0,61.0,0.2161654135338346,39.0,0.0,32.0,6.0,0.1875
747.0,597.0,116.0,44.0,0.19430485762144054,49.0,0.0,21.0,4.0,0.19047619047619047
877.0,667.0,138.0,47.0,0.20689655172413793,62.0,0.0,43.0,8.0,0.18604651162790697
755.0,577.0,118.0,53.0,0.2045060658578856,33.0,0.0,36.0,6.0,0.16666666666666666
1019.0,813.0,173.0,42.0,0.21279212792127922,74.0,0.0,19.0,3.0,0.15789473684210525
864.0,682.0,140.0,46.0,0.20527859237536658,57.0,0.0,26.0,4.0,0.15384615384615385
789.0,617.0,115.0,43.0,0.18638573743922204,52.0,0.0,40.0,7.0,0.175
755.0,592.0,115.0,44.0,0.19425675675675674,55.0,0.0,33.0,5.0,0.15151515151515152
1058.0,841.0,179.0,48.0,0.21284185493460167,76.0,0.0,19.0,3.0,0.15789473684210525
858.0,678.0,140.0,49.0,0.20648967551622419,45.0,0.0,16.0,2.0,0.125
793.0,599.0,121.0,59.0,0.2020033388981636,38.0,0.0,17.0,4.0,0.23529411764705882
1210.0,968.0,203.0,43.0,0.2097107438016529,87.0,0.0,17.0,3.0,0.17647058823529413
865.0,685.0,128.0,72.0,0.18686131386861313,33.0,0.0,16.0,4.0,0.25
636.0,476.0,98.0,45.0,0.20588235294117646,51.0,0.0,39.0,6.0,0.15384615384615385
850.0,658.0,137.0,56.0,0.20820668693009117,39.0,0.0,31.0,5.0,0.16129032258064516
739.0,566.0,125.0,56.0,0.22084805653710246,50.0,0.0,13.0,2.0,0.15384615384615385
804.0,602.0,126.0,42.0,0.20930232558139536,45.0,0.0,46.0,9.0,0.1956521739130435
860.0,674.0,130.0,47.0,0.19287833827893175,50.0,0.0,37.0,6.0,0.16216216216216217
1095.0,870.0,181.0,43.0,0.20804597701149424,75.0,0.0,23.0,3.0,0.13043478260869565
765.0,601.0,108.0,46.0,0.17970049916805325,58.0,0.0,37.0,6.0,0.16216216216216217
753.0,574.0,124.0,46.0,0.21602787456445993,44.0,0.0,27.0,5.0,0.18518518518518517
735.0,568.0,126.0,56.0,0.22183098591549297,50.0,0.0,13.0,2.0,0.15384615384615385
760.0,574.0,121.0,46.0,0.21080139372822299,50.0,0.0,42.0,7.0,0.16666666666666666
793.0,599.0,121.0,59.0,0.2020033388981636,38.0,0.0,17.0,4.0,0.23529411764705882
643.0,518.0,101.0,39.0,0.19498069498069498,41.0,0.0,15.0,2.0,0.13333333333333333
699.0,566.0,104.0,41.0,0.18374558303886926,56.0,0.0,19.0,3.0,0.15789473684210525
857.0,675.0,142.0,49.0,0.21037037037037037,45.0,0.0,16.0,2.0,0.125
772.0,572.0,119.0,56.0,0.20804195804195805,35.0,0.0,43.0,7.0,0.16279069767441862
754.0,530.0,106.0,49.0,0.2,42.0,0.0,27.0,4.0,0.14814814814814814
767.0,579.0,117.0,52.0,0.20207253886010362,38.0,0.0,45.0,8.0,0.17777777777777778
1121.0,878.0,185.0,38.0,0.21070615034168566,68.0,0.0,37.0,6.0,0.16216216216216217
755.0,564.0,125.0,56.0,0.22163120567375885,50.0,0.0,29.0,6.0,0.20689655172413793
1037.0,823.0,167.0,40.0,0.20291616038882138,75.0,0.0,28.0,4.0,0.14285714285714285
765.0,610.0,119.0,45.0,0.19508196721311474,56.0,0.0,19.0,3.0,0.15789473684210525
496.0,374.0,78.0,40.0,0.20855614973262032,31.0,0.0,30.0,5.0,0.16666666666666666
1084.0,840.0,180.0,50.0,0.21428571428571427,63.0,0.0,32.0,6.0,0.1875
