SizeOfDocument,BodyNumChars,BodyNumWords,BodyNumUniqueWords,BodyRichness,BodyNumFunctionWords,BodyVerifyYourAccountPhrase,SubjectNumChars,SubjectNumWords,SubjectRichness
713.0,555.0,122.0,44.0,0.21981981981981982,52.0,0.0,20.0,4.0,0.2
601.0,443.0,91.0,53.0,0.2054176072234763,29.0,0.0,29.0,5.0,0.1724137931034483
882.0,684.0,136.0,54.0,0.19883040935672514,54.0,0.0,35.0,6.0,0.17142857142857143
817.0,556.0,113.0,63.0,0.20323741007194246,38.0,0.0,85.0,15.0,0.17647058823529413
1131.0,865.0,187.0,58.0,0.2161849710982659,75.0,0.0,45.0,8.0,0.17777777777777778
768.0,549.0,108.0,57.0,0.19672131147540983,49.0,0.0,63.0,17.0,0.2698412698412698
753.0,582.0,98.0,45.0,0.16838487972508592,37.0,0.0,39.0,6.0,0.15384615384615385
761.0,544.0,119.0,58.0,0.21875,36.0,0.0,29.0,6.0,0.20689655172413793
1134.0,837.0,176.0,39.0,0.21027479091995221,73.0,0.0,41.0,8.0,0.1951219512195122
736.0,592.0,117.0,42.0,0.19763513513513514,54.0,0.0,14.0,2.0,0.14285714285714285
604.0,445.0,88.0,50.0,0.19775280898876405,37.0,0.0,43.0,7.0,0.16279069767441862
737.0,601.0,106.0,40.0,0.17637271214642264,58.0,0.0,13.0,2.0,0.15384615384615385
775.0,580.0,133.0,46.0,0.2293103448275862,52.0,0.0,31.0,7.0,0.22580645161290322
1107.0,892.0,175.0,44.0,0.1961883408071749,78.0,0.0,18.0,3.0,0.16666666666666666
742.0,584.0,110.0,57.0,0.18835616438356165,45.0,0.0,17.0,4.0,0.23529411764705882
697.0,504.0,99.0,62.0,0.19642857142857142,27.0,0.0,58.0,7.0,0.1206896551724138
332.0,233.0,51.0,33.0,0.21888412017167383,29.0,0.0,39.0,6.0,0.15384615384615385
893.0,700.0,146.0,46.0,0.20857142857142857,36.0,0.0,23.0,4.0,0.17391304347826086
692.0,539.0,102.0,45.0,0.18923933209647495,44.0,0.0,34.0,6.0,0.17647058823529413
797.0,632.0,120.0,56.0,0.189873417721519,34.0,0.0,26.0,4.0,0.15384615384615385
765.0,520.0,114.0,63.0,0.21923076923076923,29.0,0.0,62.0,15.0,0.24193548387096775
778.0,574.0,104.0,67.0,0.18118466898954705,36.0,0.0,48.0,10.0,0.20833333333333334
877.0,675.0,148.0,49.0,0.21925925925925926,58.0,0.0,32.0,6.0,0.1875
649.0,460.0,94.0,60.0,0.20434782608695654,34.0,0.0,62.0,10.0,0.16129032258064516
709.0,509.0,98.0,63.0,0.1925343811394892,27.0,0.0,59.0,7.0,0.11864406779661017
713.0,533.0,121.0,35.0,0.2270168855534709,56.0,0.0,42.0,8.0,0.19047619047619047
928.0,688.0,149.0,63.0,0.21656976744186046,41.0,0.0,52.0,10.0,0.19230769230769232
770.0,604.0,63.0,56.0,0.10430463576158941,28.0,0.0,69.0,10.0,0.14492753623188406
997.0,781.0,161.0,40.0,0.20614596670934698,57.0,0.0,27.0,5.0,0.18518518518518517
896.0,670.0,148.0,51.0,0.2208955223880597,57.0,0.0,48.0,9.0,0.1875
782.0,576.0,115.0,49.0,0.1996527777777778,51.0,0.0,47.0,7.0,0.14893617021276595
749.0,591.0,111.0,40.0,0.18781725888324874,54.0,0.0,22.0,3.0,0.13636363636363635
733.0,525.0,110.0,67.0,0.20952380952380953,27.0,0.0,51.0,8.0,0.1568627450980392
668.0,494.0,95.0,54.0,0.19230769230769232,44.0,0.0,24.0,5.0,0.20833333333333334
1083.0,842.0,179.0,46.0,0.21258907363420426,75.0,0.0,25.0,3.0,0.12
773.0,602.0,130.0,41.0,0.2159468438538206,60.0,0.0,19.0,2.0,0.10526315789473684
867.0,683.0,146.0,68.0,0.21376281112737922,49.0,0.0,18.0,4.0,0.2222222222222222
811.0,625.0,115.0,47.0,0.184,45.0,0.0,54.0,7.0,0.12962962962962962
551.0,392.0,88.0,47.0,0.22448979591836735,32.0,0.0,50.0,11.0,0.22
916.0,703.0,145.0,48.0,0.20625889046941678,61.0,0.0,32.0,8.0,0.25
700.0,520.0,114.0,58.0,0.21923076923076923,43.0,0.0,24.0,6.0,0.25
754.0,576.0,120.0,59.0,0.20833333333333334,44.0,0.0,26.0,5.0,0.19230769230769232
695.0,512.0,113.0,58.0,0.220703125,36.0,0.0,25.0,6.0,0.24
772.0,593.0,110.0,39.0,0.18549747048903878,52.0,0.0,36.0,7.0,0.19444444444444445
775.0,612.0,136.0,40.0,0.2222222222222222,47.0,0.0,14.0,4.0,0.2857142857142857
763.0,592.0,113.0,51.0,0.19087837837837837,57.0,0.0,32.0,5.0,0.15625
758.0,580.0,123.0,49.0,0.2120689655172414,45.0,0.0,34.0,7.0,0.20588235294117646
1037.0,805.0,174.0,53.0,0.21614906832298136,76.0,0.0,27.0,4.0,0.14814814814814814
754.0,576.0,120.0,58.0,0.20833333333333334,44.0,0.0,26.0,5.0,0.19230769230769232
784.0,614.0,122.0,47.0,0.1986970684039088,41.0,0.0,32.0,5.0,0.15625
1164.0,907.0,181.0,49.0,0.19955898566703417,73.0,0.0,54.0,7.0,0.12962962962962962
1329.0,976.0,216.0,63.0,0.22131147540983606,65.0,0.0,88.0,14.0,0.1590909090909091
858.0,692.0,137.0,58.0,0.19797687861271676,35.0,0.0,11.0,3.0,0.2727272727272727
737.0,554.0,128.0,58.0,0.23104693140794225,33.0,0.0,24.0,7.0,0.2916666666666667
1140.0,884.0,187.0,50.0,0.21153846153846154,73.0,0.0,44.0,8.0,0.18181818181818182
746.0,597.0,112.0,51.0,0.18760469011725292,52.0,0.0,17.0,3.0,0.17647058823529413
1154.0,884.0,187.0,50.0,0.21153846153846154,73.0,0.0,55.0,10.0,0.18181818181818182
945.0,696.0,147.0,49.0,0.21120689655172414,49.0,0.0,66.0,13.0,0.19696969696969696
683.0,533.0,119.0,35.0,0.22326454033771106,59.0,0.0,19.0,4.0,0.21052631578947367
828.0,575.0,111.0,62.0,0.19304347826086957,41.0,0.0,86.0,19.0,0.22093023255813954
685.0,547.0,107.0,38.0,0.1956124314442413,45.0,0.0,12.0,2.0,0.16666666666666666
744.0,593.0,104.0,54.0,0.17537942664418213,49.0,0.0,25.0,3.0,0.12
768.0,569.0,116.0,58.0,0.2038664323374341,36.0,0.0,44.0,9.0,0.20454545454545456
748.0,582.0,116.0,59.0,0.19931271477663232,42.0,0.0,31.0,4.0,0.12903225806451613
436.0,259.0,54.0,45.0,0.2084942084942085,26.0,0.0,84.0,15.0,0.17857142857142858
782.0,589.0,120.0,61.0,0.2037351443123939,30.0,0.0,42.0,8.0,0.19047619047619047
763.0,585.0,125.0,48.0,0.21367521367521367,38.0,0.0,28.0,6.0,0.21428571428571427
742.0,581.0,119.0,61.0,0.20481927710843373,36.0,0.0,23.0,3.0,0.13043478260869565
343.0,257.0,55.0,34.0,0.2140077821011673,30.0,0.0,25.0,3.0,0.12
1172.0,837.0,179.0,60.0,0.21385902031063322,76.0,0.0,86.0,16.0,0.18604651162790697
754.0,567.0,112.0,51.0,0.19753086419753085,40.0,0.0,40.0,7.0,0.175
773.0,596.0,113.0,64.0,0.18959731543624161,32.0,0.0,33.0,11.0,0.3333333333333333
737.0,574.0,104.0,51.0,0.18118466898954705,51.0,0.0,32.0,6.0,0.1875
800.0,574.0,120.0,66.0,0.20905923344947736,37.0,0.0,72.0,14.0,0.19444444444444445
586.0,477.0,89.0,51.0,0.18658280922431866,30.0,0.0,6.0,2.0,0.3333333333333333
800.0,627.0,103.0,62.0,0.16427432216905902,36.0,0.0,42.0,9.0,0.21428571428571427
1093.0,847.0,182.0,38.0,0.21487603305785125,80.0,0.0,32.0,5.0,0.15625
1110.0,857.0,176.0,46.0,0.20536756126021002,81.0,0.0,43.0,7.0,0.16279069767441862
904.0,691.0,143.0,65.0,0.20694645441389292,31.0,0.0,40.0,8.0,0.2
742.0,561.0,114.0,47.0,0.20320855614973263,45.0,0.0,28.0,4.0,0.14285714285714285
770.0,576.0,112.0,64.0,0.19444444444444445,40.0,0.0,48.0,9.0,0.1875
1018.0,763.0,165.0,48.0,0.2162516382699869,65.0,0.0,47.0,14.0,0.2978723404255319
798.0,605.0,121.0,63.0,0.2,54.0,0.0,46.0,7.0,0.15217391304347827
1145.0,847.0,175.0,54.0,0.2066115702479339,65.0,0.0,57.0,10.0,0.17543859649122806
803.0,569.0,129.0,46.0,0.22671353251318102,56.0,0.0,67.0,16.0,0.23880597014925373
798.0,565.0,129.0,45.0,0.22831858407079647,56.0,0.0,66.0,16.0,0.24242424242424243
826.0,627.0,122.0,70.0,0.19457735247208932,31.0,0.0,52.0,8.0,0.15384615384615385
690.0,517.0,117.0,34.0,0.2263056092843327,55.0,0.0,42.0,7.0,0.16666666666666666
702.0,541.0,111.0,41.0,0.20517560073937152,46.0,0.0,25.0,3.0,0.12
1121.0,865.0,178.0,44.0,0.20578034682080926,70.0,0.0,44.0,7.0,0.1590909090909091
957.0,742.0,170.0,52.0,0.22911051212938005,65.0,0.0,21.0,5.0,0.23809523809523808
728.0,595.0,108.0,47.0,0.1815126050420168,47.0,0.0,14.0,2.0,0.14285714285714285
636.0,493.0,94.0,40.0,0.19066937119675456,36.0,0.0,28.0,4.0,0.14285714285714285
801.0,637.0,136.0,52.0,0.21350078492935637,52.0,0.0,15.0,2.0,0.13333333333333333
763.0,561.0,116.0,57.0,0.20677361853832443,38.0,0.0,43.0,9.0,0.20930232558139536
728.0,578.0,99.0,62.0,0.17128027681660898,27.0,0.0,32.0,5.0,0.15625
763.0,591.0,106.0,47.0,0.1793570219966159,54.0,0.0,41.0,6.0,0.14634146341463414
567.0,401.0,81.0,48.0,0.20199501246882792,35.0,0.0,45.0,7.0,0.15555555555555556
532.0,387.0,81.0,50.0,0.20930232558139536,29.0,0.0,26.0,6.0,0.23076923076923078
779.0,579.0,125.0,42.0,0.2158894645941278,37.0,0.0,54.0,9.0,0.16666666666666666
802.0,568.0,114.0,47.0,0.2007042253521127,45.0,0.0,85.0,14.0,0.16470588235294117
848.0,681.0,133.0,45.0,0.19530102790014683,64.0,0.0,20.0,3.0,0.15
763.0,606.0,125.0,48.0,0.20627062706270627,50.0,0.0,18.0,3.0,0.16666666666666666
764.0,594.0,113.0,36.0,0.19023569023569023,39.0,0.0,40.0,6.0,0.15
345.0,253.0,53.0,38.0,0.20948616600790515,25.0,0.0,26.0,6.0,0.23076923076923078
534.0,387.0,81.0,50.0,0.20930232558139536,29.0,0.0,28.0,6.0,0.21428571428571427
533.0,387.0,81.0,50.0,0.20930232558139536,29.0,0.0,27.0,6.0,0.2222222222222222
758.0,583.0,117.0,56.0,0.2006861063464837,51.0,0.0,28.0,4.0,0.14285714285714285
485.0,373.0,78.0,45.0,0.20911528150134048,38.0,0.0,16.0,4.0,0.25
1146.0,874.0,188.0,59.0,0.2151029748283753,65.0,0.0,53.0,10.0,0.18867924528301888
847.0,660.0,128.0,52.0,0.19393939393939394,56.0,0.0,21.0,2.0,0.09523809523809523
350.0,234.0,51.0,34.0,0.21794871794871795,24.0,0.0,50.0,7.0,0.14
1047.0,834.0,170.0,54.0,0.2038369304556355,55.0,0.0,22.0,4.0,0.18181818181818182
1089.0,845.0,177.0,56.0,0.20946745562130178,77.0,0.0,28.0,3.0,0.10714285714285714
665.0,537.0,99.0,48.0,0.18435754189944134,50.0,0.0,15.0,2.0,0.13333333333333333
874.0,698.0,125.0,69.0,0.17908309455587393,35.0,0.0,25.0,5.0,0.2
350.0,237.0,51.0,32.0,0.21518987341772153,29.0,0.0,50.0,6.0,0.12
909.0,667.0,146.0,55.0,0.21889055472263869,54.0,0.0,69.0,11.0,0.15942028985507245
1100.0,854.0,180.0,49.0,0.2107728337236534,74.0,0.0,33.0,5.0,0.15151515151515152
1092.0,848.0,181.0,56.0,0.2134433962264151,71.0,0.0,31.0,7.0,0.22580645161290322
1035.0,809.0,170.0,39.0,0.21013597033374537,82.0,0.0,31.0,4.0,0.12903225806451613
705.0,504.0,111.0,58.0,0.22023809523809523,37.0,0.0,50.0,11.0,0.22
526.0,374.0,59.0,51.0,0.15775401069518716,28.0,0.0,67.0,13.0,0.19402985074626866
322.0,235.0,51.0,31.0,0.2170212765957447,28.0,0.0,29.0,6.0,0.20689655172413793
907.0,647.0,134.0,48.0,0.2071097372488408,47.0,0.0,62.0,13.0,0.20967741935483872
603.0,458.0,93.0,41.0,0.20305676855895197,46.0,0.0,41.0,7.0,0.17073170731707318
1113.0,860.0,183.0,46.0,0.2127906976744186,82.0,0.0,41.0,7.0,0.17073170731707318
909.0,667.0,146.0,55.0,0.21889055472263869,54.0,0.0,69.0,11.0,0.15942028985507245
909.0,667.0,146.0,55.0,0.21889055472263869,54.0,0.0,69.0,11.0,0.15942028985507245
736.0,571.0,113.0,58.0,0.1978984238178634,43.0,0.0,34.0,6.0,0.17647058823529413
748.0,610.0,109.0,41.0,0.17868852459016393,47.0,0.0,19.0,2.0,0.10526315789473684
336.0,235.0,51.0,31.0,0.2170212765957447,29.0,0.0,40.0,8.0,0.2
795.0,615.0,124.0,55.0,0.2016260162601626,37.0,0.0,37.0,10.0,0.2702702702702703
1128.0,874.0,182.0,48.0,0.20823798627002288,75.0,0.0,51.0,6.0,0.11764705882352941
1098.0,828.0,180.0,56.0,0.21739130434782608,79.0,0.0,48.0,9.0,0.1875
631.0,503.0,104.0,41.0,0.20675944333996024,44.0,0.0,12.0,2.0,0.16666666666666666
678.0,503.0,106.0,65.0,0.21073558648111332,26.0,0.0,27.0,7.0,0.25925925925925924
666.0,502.0,105.0,58.0,0.20916334661354583,37.0,0.0,35.0,7.0,0.2
925.0,734.0,156.0,53.0,0.2125340599455041,58.0,0.0,16.0,3.0,0.1875
889.0,694.0,149.0,58.0,0.21469740634005763,63.0,0.0,17.0,3.0,0.17647058823529413
726.0,577.0,117.0,56.0,0.2027729636048527,43.0,0.0,17.0,2.0,0.11764705882352941
841.0,670.0,135.0,64.0,0.20149253731343283,30.0,0.0,19.0,4.0,0.21052631578947367
1111.0,897.0,178.0,46.0,0.19843924191750278,77.0,0.0,20.0,3.0,0.15
772.0,561.0,112.0,58.0,0.19964349376114082,38.0,0.0,60.0,9.0,0.15
804.0,559.0,121.0,68.0,0.21645796064400716,42.0,0.0,85.0,16.0,0.18823529411764706
762.0,584.0,110.0,52.0,0.18835616438356165,50.0,0.0,41.0,7.0,0.17073170731707318
1097.0,866.0,174.0,51.0,0.20092378752886836,76.0,0.0,37.0,7.0,0.1891891891891892
763.0,575.0,122.0,56.0,0.21217391304347827,34.0,0.0,27.0,8.0,0.2962962962962963
751.0,573.0,116.0,49.0,0.2024432809773124,44.0,0.0,42.0,9.0,0.21428571428571427
697.0,549.0,107.0,43.0,0.19489981785063754,45.0,0.0,18.0,4.0,0.2222222222222222
585.0,457.0,92.0,43.0,0.2013129102844639,32.0,0.0,16.0,2.0,0.125
874.0,713.0,113.0,73.0,0.1584852734922861,44.0,0.0,30.0,4.0,0.13333333333333333
1119.0,876.0,177.0,51.0,0.20205479452054795,79.0,0.0,40.0,6.0,0.15
1106.0,821.0,172.0,56.0,0.2095006090133983,80.0,0.0,58.0,12.0,0.20689655172413793
1097.0,837.0,176.0,48.0,0.21027479091995221,68.0,0.0,39.0,4.0,0.10256410256410256
771.0,546.0,104.0,55.0,0.19047619047619047,34.0,0.0,53.0,13.0,0.24528301886792453
1145.0,900.0,184.0,50.0,0.20444444444444446,87.0,0.0,39.0,6.0,0.15384615384615385
933.0,739.0,115.0,76.0,0.15561569688768606,39.0,0.0,38.0,8.0,0.21052631578947367
